algorithm,scenario,instance,seed,trial_id,rung,fidelity,validation_error,simulated_cost,cumulative_cost,best_validation_error,config_json
bohb,lcbench,168329,2,1,1,1.0,0.0626792311668396,9.408635139465332,9.408635139465332,0.0626792311668396,"{""OpenML_task_id"": ""168329"", ""batch_size"": 73, ""learning_rate"": 0.00011961308606153212, ""max_dropout"": 0.5496624778787091, ""max_units"": 214, ""momentum"": 0.47412734385786526, ""num_layers"": 3, ""weight_decay"": 0.01545112304220212}"
bohb,lcbench,168329,2,1,2,3.0,-0.05404102802276611,31.340869903564453,40.749505043029785,-0.05404102802276611,"{""OpenML_task_id"": ""168329"", ""batch_size"": 73, ""learning_rate"": 0.00011961308606153212, ""max_dropout"": 0.5496624778787091, ""max_units"": 214, ""momentum"": 0.47412734385786526, ""num_layers"": 3, ""weight_decay"": 0.01545112304220212}"
bohb,lcbench,168329,2,1,3,9.0,-0.22919070720672607,74.84835052490234,115.59785556793213,-0.22919070720672607,"{""OpenML_task_id"": ""168329"", ""batch_size"": 73, ""learning_rate"": 0.00011961308606153212, ""max_dropout"": 0.5496624778787091, ""max_units"": 214, ""momentum"": 0.47412734385786526, ""num_layers"": 3, ""weight_decay"": 0.01545112304220212}"
bohb,lcbench,168329,2,1,4,27.0,-1.1346702575683594,156.32168579101562,271.91954135894775,-1.1346702575683594,"{""OpenML_task_id"": ""168329"", ""batch_size"": 73, ""learning_rate"": 0.00011961308606153212, ""max_dropout"": 0.5496624778787091, ""max_units"": 214, ""momentum"": 0.47412734385786526, ""num_layers"": 3, ""weight_decay"": 0.01545112304220212}"
bohb,lcbench,168329,2,1,5,52.0,-1.469374656677246,254.3404083251953,526.2599496841431,-1.469374656677246,"{""OpenML_task_id"": ""168329"", ""batch_size"": 73, ""learning_rate"": 0.00011961308606153212, ""max_dropout"": 0.5496624778787091, ""max_units"": 214, ""momentum"": 0.47412734385786526, ""num_layers"": 3, ""weight_decay"": 0.01545112304220212}"
bohb,lcbench,168329,2,2,1,1.0,0.2177543044090271,8.927542686462402,535.1874923706055,-1.469374656677246,"{""OpenML_task_id"": ""168329"", ""batch_size"": 180, ""learning_rate"": 0.00022900851352427118, ""max_dropout"": 0.485175909599865, ""max_units"": 370, ""momentum"": 0.8282217820058498, ""num_layers"": 4, ""weight_decay"": 0.049861131393631374}"
bohb,lcbench,168329,2,3,1,1.0,0.09698528051376343,7.646024227142334,542.8335165977478,-1.469374656677246,"{""OpenML_task_id"": ""168329"", ""batch_size"": 122, ""learning_rate"": 0.014429879255368998, ""max_dropout"": 0.2584980864373988, ""max_units"": 291, ""momentum"": 0.46250397073805116, ""num_layers"": 4, ""weight_decay"": 0.007973751246136009}"
bohb,lcbench,168329,2,3,2,3.0,-2.254176616668701,24.20117950439453,567.0346961021423,-2.254176616668701,"{""OpenML_task_id"": ""168329"", ""batch_size"": 122, ""learning_rate"": 0.014429879255368998, ""max_dropout"": 0.2584980864373988, ""max_units"": 291, ""momentum"": 0.46250397073805116, ""num_layers"": 4, ""weight_decay"": 0.007973751246136009}"
bohb,lcbench,168329,2,3,3,9.0,-7.090361595153809,56.79971694946289,623.8344130516052,-7.090361595153809,"{""OpenML_task_id"": ""168329"", ""batch_size"": 122, ""learning_rate"": 0.014429879255368998, ""max_dropout"": 0.2584980864373988, ""max_units"": 291, ""momentum"": 0.46250397073805116, ""num_layers"": 4, ""weight_decay"": 0.007973751246136009}"
bohb,lcbench,168329,2,3,4,27.0,-15.585628509521484,145.68048095703125,769.5148940086365,-15.585628509521484,"{""OpenML_task_id"": ""168329"", ""batch_size"": 122, ""learning_rate"": 0.014429879255368998, ""max_dropout"": 0.2584980864373988, ""max_units"": 291, ""momentum"": 0.46250397073805116, ""num_layers"": 4, ""weight_decay"": 0.007973751246136009}"
